,Date,Category,Section,Headline,Subheader,Term,URL
406,2013-09-09,US New,New York,"Embarking on a New Life, Transgender Woman Has It Brutally Taken","Islan Nettles, 21, who was killed last month in Harlem, had recently transformed from a shy, insecure youth into a radiant young woman who was designing her own fashion line.",Transgender,/2013/09/09/nyregion/embarking-on-a-new-life-transgender-woman-has-it-brutally-taken.html?searchResultPosition=63
407,2013-09-10,Misc,Opinion,"One Classroom, Two Genders",Do students learn differently if taught by a man or a woman?,Other,/2013/09/10/opinion/one-classroom-two-genders.html?searchResultPosition=455
408,2013-09-15,Arts,Book Review,Her Own Woman,Molly Haskell recounts her brother’s transformation from male to female.,Other,/2013/09/15/books/review/my-brother-my-sister-by-molly-haskell.html?searchResultPosition=139
409,2013-09-15,Sports,Sports,Russia Is Persuaded to Alter Statement to Call for Inclusion,"The Olympic Truce, a good-will gesture that usually draws little notice or debate, caused an outcry at the United Nations when language drafted by Russia did not mention gay or transgender people.",Transgender,/2013/09/15/sports/russia-is-persuaded-to-alter-statement-to-call-for-inclusion.html?searchResultPosition=152
410,2013-10-27,Arts,Movies,"For 25 Days, Transsexual to the Core","Researching and staying in character on the set, Jared Leto delved deeply into his role as a drug addict and AIDS patient in the film “Dallas Buyers Club.”",Transsexual,/2013/10/27/movies/jared-leto-stayed-in-character-on-dallas-buyers-club-set.html?searchResultPosition=474
411,2013-11-04,US New,Politics,Senate Vote on Workplace Bias Against Gays Poses a Test for the G.O.P.,"Accused of being out of touch on social issues, Republicans face a question of gay rights at the federal level with the vote Monday to outlaw workplace discrimination against gay men, lesbians and transgender people.",Transgender,/2013/11/04/us/politics/senate-vote-on-workplace-bias-against-gays-a-test-for-the-gop.html?searchResultPosition=131
412,2013-11-05,Misc,Opinion,Toward Ending Workplace Discrimination,"A Senate vote shows support for fair treatment of gay, bisexual and transgender workers.",Transgender,/2013/11/05/opinion/toward-ending-workplace-discrimination.html?searchResultPosition=125
413,2013-11-05,US New,Politics,Bill Advances to Outlaw Discrimination Against Gays,"A measure that would outlaw workplace discrimination against gay men, lesbians and transgender people overcame a significant obstacle in the Senate as seven Republicans voted to begin debate on the bill.",Transgender,/2013/11/05/us/politics/bill-on-workplace-bias-appears-set-to-clear-senate-hurdle.html?searchResultPosition=132
414,2013-11-20,US New,New York,Charge Is Dropped in Beating Death in Harlem,"Doubts surfaced about an initial suspect in the August death of Islan Nettles, a transgender woman, after another man came forward to confess.",Transgender,/2013/11/20/nyregion/charge-is-dropped-in-beating-death-in-harlem.html?searchResultPosition=113
415,2013-11-27,World News,Asia Pacific,"With Glut of Lonely Men, China Has an Approved Outlet for Unrequited Lust","The Guangzhou National Sex Culture Festival is where hedonism meets capitalism in China, and its mostly male visitors reflect the country’s gender imbalance.",Other,/2013/11/27/world/asia/with-glut-of-lonely-men-china-has-an-approved-outlet-for-unrequited-lust.html?searchResultPosition=519
416,2013-11-28,Arts,Fashion,Some Still Like It Hot,"As a new crop of cross-dressing actors, including Jared Leto in “Dallas Buyers Club,” appears in drag, a fresh look at some of the best in the genre, then and now.",Other,/2013/11/28/fashion/Jared-Leto-is-part-of-a-new-crop-of-cross-dressing-actors-in-drag.html?searchResultPosition=571
417,2013-12-01,US New,New York,The Masculine Mystique,"Daniel Friedman, 34, who owns Bindle and Keep in Brooklyn, finds his niche in the fashion industry by giving female and transgender clients a masculine look, one that fits their bodies.",Transgender,/2013/12/01/nyregion/custom-suits-to-make-transgender-and-female-clients-feel-handsome.html?searchResultPosition=161
418,2013-12-03,US New,U.S.,"For Gay Community, Finding Acceptance Is Even More Difficult on the Streets","San Francisco is reaching out to gays who are homeless, after a survey found nearly 30 percent of the city’s homeless population identified as gay, lesbian, bisexual or transgender.",Transgender,/2013/12/03/us/for-gay-community-finding-acceptance-is-even-more-difficult-on-the-streets.html?searchResultPosition=145
419,2013-12-08,Misc,Sunday Review,The Case for Filth,The only possible solution to the gender divide on housework is for everyone to do a lot less of it.,Other,/2013/12/08/opinion/sunday/the-case-for-filth.html?searchResultPosition=602
420,2013-12-16,Misc,Opinion,India's Troubling Reversal on Gay Rights,"As the country's Supreme Court backtracks on gay, lesbian, bisexual and transgender rights, activism will make all the difference.",Transgender,/2013/12/16/opinion/indias-troubling-reversal-on-gay-rights.html?searchResultPosition=198
421,2013-12-17,Misc,Opinion,A Transgender Volunteer for the Salvation Army,How do you weigh discrimination against a legacy of good works?,Transgender,/2013/12/17/opinion/boylan-a-transgender-volunteer-for-the-salvation-army.html?searchResultPosition=41
422,2013-12-24,Science,Health,Gynecology’s Gender Question,A medical specialty board stirred up a hornet’s nest in September when it said gynecologists could not treat male patients. It has since carved out limited exceptions to that ban.,Other,/2013/12/24/health/gynecologys-gender-question.html?searchResultPosition=501
423,2014-01-09,Arts,Awards Season,"My, How You’ve Changed!","Supporting actor Oscar hopefuls like Jared Leto, Bradley Cooper and Jonah Hill underwent a raft of physical transformations for their roles.",Other,/2014/01/09/movies/awardsseason/supporting-actor-hopefuls-go-to-extremes.html?searchResultPosition=552
424,2014-01-11,Arts,Music,Gender Politics Wiggles Into a World Guys Staked Out,"Laura Jane Grace, formerly Tom Gabel, lead singer of Against Me!, performed on Thursday at the Music Hall of Williamsburg.",Other,/2014/01/11/arts/music/against-me-with-laura-jane-grace-rings-in-a-new-album.html?searchResultPosition=173
425,2014-01-13,Misc,Opinion,The Next Frontier in Fertility Treatment,"Transgender men and women have the right to be parents, too.",Transgender,/2014/01/13/opinion/the-next-frontier-in-fertility-treatment.html?searchResultPosition=102
426,2014-01-30,Arts,Fashion,A Barneys Campaign Embraces a Gender Identity Issue,Bruce Weber photographed nearly 20 transgender models for a catalog and magazines.,Transgender,/2014/01/30/fashion/Barneys-Bruce-Weber-transgender-models.html?searchResultPosition=104
427,2014-02-02,US New,New York,Passions in a Pastor’s Wake,"Lafayette Avenue Presbyterian Church chose not to renew the contract of its interim pastor, the Rev. Carmen Mason-Browne. Some say her race and her gender influenced the decision.",Other,/2014/02/02/nyregion/passions-in-a-pastors-wake.html?searchResultPosition=566
428,2014-02-16,Misc,Sunday Review,"Transgender, Schlumpy and Human",We finally have transgender characters in movies and TV. But what about transgender actors?,Transgender,/2014/02/16/opinion/sunday/boylan-transgender-schlumpy-and-human.html?searchResultPosition=43
429,2014-02-17,Sports,Olympics,Transgender Former Member of Italian Parliament Detained in Sochi,"Vladimir Luxuria was detained by Russian authorities Sunday after holding up a sign that said, “Gay Is OK,” in the Olympic Park, according to the leader of an Italian gay rights group.",Transgender,/2014/02/17/sports/olympics/transgender-former-member-of-italian-parliament-detained-in-sochi.html?searchResultPosition=66
430,2014-02-21,Arts,Art & Design,‘Queer Threads: Crafting Identity and Community’,"This exhibition posits fiber art as the ideal lesbian, gay, bisexual and transgender medium.",Transgender,/2014/02/21/arts/design/queer-threads-crafting-identity-and-community.html?searchResultPosition=170
431,2014-02-22,Misc,Sunday Review,The Courage of Transgender Soldiers,Why does the U.S. military still define gender nonconformity as a disorder?,Transgender,/2014/02/22/opinion/sunday/baird-the-courage-of-trans-soldiers.html?searchResultPosition=44
432,2014-02-22,US New,New York,Terror Case Has Lawyer With Several Distinctions,"Zoë J. Dolan said she had not raised her transgender background with her client Sulaiman Abu Ghaith, a son-in-law of Osama bin Laden, who is about to stand trial in Manhattan.",Transgender,/2014/02/22/nyregion/terror-case-has-lawyer-with-several-distinctions.html?searchResultPosition=140
433,2014-02-28,US New,U.S.,"D.C. Insurance Must Cover Treatment for Transgender Residents, Mayor Says",The announcement by Mayor Vincent C. Gray reiterates that gender dysphoria — a diagnosis for psychological discomfort with one’s sex — is a recognized medical condition.,Transgender,/2014/02/28/us/dc-insurance-must-cover-treatment-for-transgender-residents-mayor-says.html?searchResultPosition=64
434,2014-03-01,Misc,Opinion,Transgender Soldiers,Vivian Taylor of Integrity USA responds to a Sunday Review article.,Transgender,/2014/03/01/opinion/transgender-soldiers.html?searchResultPosition=90
435,2014-03-04,Arts,Media,P.R. Agency Adds L.G.B.T. Practice,"MWW said it would acquire and absorb the Macias Media Group in Los Angeles, which focuses on lesbian, gay, bisexual and transgender consumers.",Transgender,/2014/03/04/business/media/pr-agency-adds-lgbt-practice.html?searchResultPosition=118
436,2014-03-13,Arts,Fashion,In Their Own Terms,"From art to advertising, and on hit television shows, transgender presence is growing.",Transgender,/2014/03/13/fashion/the-growing-transgender-presence-in-pop-culture.html?searchResultPosition=101
437,2014-03-16,US New,Americas,"Transgender Models Prosper in Brazil, Where Carnival and Faith Reign","Transgender models are enjoying success in Brazil, where crossing gender lines is increasingly accepted, but they say that the nation’s conservatism can also create a hostile environment.",Transgender,/2014/03/16/world/americas/transgender-models-prosper-in-brazil-where-carnival-and-faith-reign.html?searchResultPosition=61
438,2014-04-13,US New,Education Life,Because Ze Said So,Gender-neutral terms are gaining ground at more liberal campuses.,Other,/2014/04/13/education/edlife/because-ze-said-so.html?searchResultPosition=127
439,2014-04-15,Misc,Opinion,Unmet Promise on Discrimination,President Obama has failed to honor a pledge to ban discrimination by federal contractors based on sexual orientation or gender identity.,Other,/2014/04/15/opinion/unmet-promise-on-discrimination.html?searchResultPosition=94
440,2014-04-23,Arts,Theater,"A Cold War Casualty, Hot for Freedom (and Heels)","“Hedwig and the Angry Inch,” about a transgendered performer with issues, is on Broadway at the Belasco Theater.",Transgender,/2014/04/23/theater/hedwig-and-the-angry-inch-stars-neil-patrick-harris.html?searchResultPosition=533
441,2014-04-26,Misc,Opinion,Transgender Rights in India,A welcome ruling by the nation’s Supreme Court ensures fundamental protections.,Transgender,/2014/04/26/opinion/transgender-rights-in-india.html?searchResultPosition=39
